feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanomethylovorans.s__Methanomethylovorans_hollandica	Group	SCD	-0.851240422136651	0.135062611515118	25	4	3.74986409954602e-06	3.36351446504741e-05
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanomethylovorans.s__Methanomethylovorans_hollandica	Group	AD	-0.851240422136652	0.135062611515118	25	4	3.74986409954597e-06	3.36351446504741e-05
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanomethylovorans.s__Methanomethylovorans_hollandica	Group	SCS	-0.851240422136652	0.135062611515118	25	4	3.749864099546e-06	3.36351446504741e-05
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Haloplanus.s__Haloplanus_rubicundus	Group	MCI	0.993869778658995	0.167755265575104	25	4	8.55173303838146e-06	7.44503817459092e-05
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanothermobacter.s__Methanothermobacter_tenebrarum	Group	SCS	2.11675195949295	0.359864637305639	25	6	9.39128115479134e-06	7.94234063376639e-05
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanoregulaceae.g__Methanoregula.s__Methanoregula_formicica	Group	MCI	-1.48852863144888	0.259352280504181	25	6	1.2885657491039e-05	9.77988363422445e-05
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanoregulaceae.g__Methanoregula.s__Methanoregula_formicica	Group	SCD	-1.48852863144888	0.259352280504181	25	6	1.28856574910389e-05	9.77988363422445e-05
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanoregulaceae.g__Methanoregula.s__Methanoregula_formicica	Group	AD	-1.48852863144888	0.259352280504181	25	6	1.28856574910388e-05	9.77988363422445e-05
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_sp._813A4	Group	SCD	-2.38474155622346	0.413345478654641	25	18	1.20551885961735e-05	9.77988363422445e-05
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_salinisoli	Group	AD	1.80680996968873	0.320935688768662	25	13	1.64558012770918e-05	0.000121772929450479
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_lacustris	Group	SCD	-2.83478421883574	0.506696460546381	25	16	1.78048172099277e-05	0.00012854209497899
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Natronoarchaeaceae.g__Salinarchaeum.s__Salinarchaeum_sp._IM2453	Group	MCI	-1.35176951564874	0.244988012229462	25	4	2.11632286705045e-05	0.000139207015254874
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Natronoarchaeaceae.g__Salinarchaeum.s__Salinarchaeum_sp._IM2453	Group	SCD	-1.35176951564875	0.244988012229462	25	4	2.11632286705045e-05	0.000139207015254874
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Natronoarchaeaceae.g__Salinarchaeum.s__Salinarchaeum_sp._IM2453	Group	AD	-1.35176951564875	0.244988012229462	25	4	2.11632286705044e-05	0.000139207015254874
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Natronoarchaeaceae.g__Salinarchaeum.s__Salinarchaeum_sp._IM2453	Group	SCS	-1.35176951564875	0.244988012229462	25	4	2.11632286705045e-05	0.000139207015254874
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_siculi	Group	SCD	1.4399084605573	0.268379118838902	25	4	2.98613497983104e-05	0.000192151294354346
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanococcoides.s__Methanococcoides_methylutens	Group	MCI	2.22518641625224	0.415580583634713	25	15	3.06011071556837e-05	0.000192721866342178
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halapricum.s__Halapricum_desulfuricans	Group	AD	1.42677400464411	0.268269844339837	25	4	3.32031027372592e-05	0.000200161392231613
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_ruminantium	Group	MCI	1.25368635563048	0.236079676142757	25	4	3.38110459850698e-05	0.000200161392231613
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_guaymasensis	Group	SCD	-2.62224503812511	0.493524681304786	25	15	3.3591924309626e-05	0.000200161392231613
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_formosanus	Group	MCI	-2.30297289897722	0.436860920601477	25	7	3.69279931869544e-05	0.000206239358176202
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_formosanus	Group	SCD	-2.30297289897722	0.436860920601477	25	7	3.6927993186955e-05	0.000206239358176202
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_formosanus	Group	AD	-2.30297289897722	0.436860920601477	25	7	3.6927993186955e-05	0.000206239358176202
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_piezophilus	Group	MCI	-1.27852314633175	0.246427583991772	25	4	4.46574417036007e-05	0.000231905311302915
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_piezophilus	Group	SCD	-1.27852314633175	0.246427583991772	25	4	4.4657441703602e-05	0.000231905311302915
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_piezophilus	Group	AD	-1.27852314633175	0.246427583991772	25	4	4.4657441703602e-05	0.000231905311302915
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_piezophilus	Group	SCS	-1.27852314633175	0.246427583991772	25	4	4.4657441703602e-05	0.000231905311302915
k__Archaea.p__Thaumarchaeota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.g__Candidatus_Nitrosocosmicus.s__Candidatus_Nitrosocosmicus_hydrocola	Group	MCI	1.24578237447327	0.249935110069188	25	6	7.12363439525257e-05	0.000363550996723235
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanococcoides.s__Methanococcoides_methylutens	Group	SCD	-2.06032413945063	0.415580583634713	25	15	7.57536593253343e-05	0.000380052256954219
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_sp._IM1011	Group	MCI	1.4094729295065	0.294796191331663	25	4	0.000113859037360798	0.000561704584313269
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_sp._WH1	Group	SCS	-1.22137328074084	0.263286463212544	25	8	0.000158342403679612	0.000756865088778511
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_chitonophagus	Group	SCS	-1.65009513191458	0.355743905769145	25	18	0.000158532552379283	0.000756865088778511
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanoregulaceae.g__Methanoregula.s__Methanoregula_formicica	Group	SCS	-1.19030534792742	0.259352280504181	25	6	0.000177616657451569	0.00083451635882007
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_mazei	Group	SCS	2.43750025055664	0.536751161819098	25	9	0.000198751447182422	0.0009192254432187
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanococcoides.s__Methanococcoides_methylutens	Group	SCS	-1.86032413945063	0.415580583634714	25	15	0.000231113930413048	0.00105245728311173
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	Group	SCS	1.90609400995958	0.428657639992242	25	6	0.000247733544017446	0.00111104740953279
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_lacustris	Group	MCI	-2.2402370984359	0.506696460546381	25	16	0.000262851132661387	0.0011612527651906
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_salinisoli	Group	MCI	-1.41002921217415	0.320935688768662	25	13	0.000280443271629596	0.00120306099133858
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_salinisoli	Group	SCD	-1.41002921217415	0.320935688768662	25	13	0.0002804432716296	0.00120306099133858
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Candidatus_Methanomethylophilaceae.g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus	Group	SCS	-1.40544932203758	0.326113634918083	25	16	0.000341054391643886	0.00144217285609414
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_barophilus	Group	SCS	0.959214850673325	0.243029054177414	25	5	0.000796482123772898	0.00332054519206729
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halodesulfurarchaeum.s__Halodesulfurarchaeum_formicicum	Group	MCI	-0.637912756057061	0.165089200423873	25	3	0.000966632339759936	0.00381497563425255
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halodesulfurarchaeum.s__Halodesulfurarchaeum_formicicum	Group	SCD	-0.637912756057063	0.165089200423873	25	3	0.000966632339759908	0.00381497563425255
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halodesulfurarchaeum.s__Halodesulfurarchaeum_formicicum	Group	AD	-0.637912756057063	0.165089200423873	25	3	0.000966632339759908	0.00381497563425255
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halodesulfurarchaeum.s__Halodesulfurarchaeum_formicicum	Group	SCS	-0.637912756057063	0.165089200423873	25	3	0.000966632339759913	0.00381497563425255
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanospirillaceae.g__Methanospirillum.s__Methanospirillum_hungatei	Group	MCI	-0.700804137449674	0.183711943212653	25	3	0.00108469547841585	0.00400398594891542
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanospirillaceae.g__Methanospirillum.s__Methanospirillum_hungatei	Group	SCD	-0.700804137449671	0.183711943212653	25	3	0.00108469547841589	0.00400398594891542
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanospirillaceae.g__Methanospirillum.s__Methanospirillum_hungatei	Group	AD	-0.700804137449671	0.183711943212653	25	3	0.00108469547841589	0.00400398594891542
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanospirillaceae.g__Methanospirillum.s__Methanospirillum_hungatei	Group	SCS	-0.700804137449671	0.183711943212653	25	3	0.00108469547841589	0.00400398594891542
k__Archaea.p__Thaumarchaeota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.g__Nitrososphaera.s__Nitrososphaera_viennensis	Group	SCS	-1.63263466375005	0.426546858226256	25	19	0.00105259114263014	0.00400398594891542
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Nitrosopumilus.s__Nitrosopumilus_zosterae	Group	SCS	0.696785908713894	0.18286565346828	25	3	0.00109568534412888	0.00400398594891542
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_aerophilum	Group	AD	0.72043219943426	0.189586969265095	25	3	0.00112250030555866	0.00405195232250443
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanohalobium.s__Methanohalobium_evestigatum	Group	SCS	0.734202952732101	0.193646796491212	25	3	0.00114513016318415	0.00408383769039168
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halococcoides.s__Halococcoides_cellulosivorans	Group	AD	0.760020074956642	0.202719810047855	25	3	0.00126396698730077	0.00444973763711986
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Natronorubrum.s__Natronorubrum_bangense	Group	AD	0.751141251084952	0.20060133915776	25	3	0.00127779628092969	0.00444973763711986
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanolacinia.s__Methanolacinia_petrolearia	Group	AD	1.45067006060319	0.395449128866827	25	16	0.00152536384509225	0.00525008951334078
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_lacustris	Group	AD	1.84798067234833	0.506696460546381	25	16	0.00160283805635287	0.00545333407678678
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_guaymasensis	Group	SCS	-1.79471578394151	0.493524681304786	25	15	0.00164279699026209	0.00552577169451793
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halocatena.s__Halocatena_sp._AD.1	Group	SCS	0.984218443192536	0.278000255528107	25	3	0.00205385031209225	0.00675488547088117
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_guaymasensis	Group	MCI	-1.74927467534036	0.493524681304786	25	15	0.00203441136855055	0.00675488547088117
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_halophila	Group	SCS	0.978621001731152	0.277821206655538	25	3	0.00214068481859215	0.00696310666267338
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Natronococcus.s__Natronococcus_occultus	Group	MCI	1.01254184575763	0.28809395716477	25	3	0.00218002937664633	0.00701400755964471
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._A20	Group	SCD	2.13696492805757	0.609138658822683	25	7	0.00221283617847438	0.00704300547127331
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_millerae	Group	AD	0.749598721127456	0.217190844710038	25	8	0.00252380994834183	0.00794731643307641
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_pharaonis	Group	MCI	0.880414103741009	0.257879951833208	25	3	0.00275077041083631	0.00857082149060578
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Thermoplasmatales.f__Picrophilaceae.g__Picrophilus.s__Picrophilus_torridus	Group	SCS	1.12704803262697	0.332740315942045	25	3	0.00292665441377672	0.00901006787309738
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobacterium.s__Methanobacterium_congolense	Group	SCD	2.04579432982287	0.604667685308875	25	4	0.0029526235935488	0.00901006787309738
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halomarina.s__Halomarina_sp._BCD28	Group	SCS	1.23998422130349	0.371057735681469	25	3	0.00324923275117562	0.00981400912599984
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanoculleus.s__Methanoculleus_chikugoensis	Group	SCS	1.22080989417397	0.367265479245382	25	4	0.00338419062556355	0.0101183881329981
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfurisphaera.s__Sulfurisphaera_ohwakuensis	Group	AD	1.1402209252767	0.344818508801444	25	3	0.00352157582634702	0.010320657867314
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanolacinia.s__Methanolacinia_petrolearia	Group	SCD	-1.30835776423681	0.395449128866827	25	16	0.00350698374960842	0.010320657867314
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Natrialbales.f__Natrialbaceae.g__Natribaculum.s__Natribaculum_sp._CGA3	Group	SCS	1.18412847639942	0.358715983309772	25	3	0.00356802369594055	0.0103542648431216
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorhabdus.s__Halorhabdus_sp._CBA1104	Group	AD	-1.47820999185551	0.452780759989912	25	13	0.00387756968219612	0.0110734219715247
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_horonobensis	Group	SCS	1.38939832448411	0.425769344551756	25	3	0.00389066177377896	0.0110734219715247
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogeometricum.s__Halogeometricum_borinquense	Group	MCI	-1.44331105716397	0.445266845118353	25	3	0.00408987684956853	0.0112092921062249
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogeometricum.s__Halogeometricum_borinquense	Group	SCD	-1.44331105716397	0.445266845118354	25	3	0.00408987684956846	0.0112092921062249
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogeometricum.s__Halogeometricum_borinquense	Group	AD	-1.44331105716397	0.445266845118354	25	3	0.00408987684956845	0.0112092921062249
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Halogeometricum.s__Halogeometricum_borinquense	Group	SCS	-1.44331105716397	0.445266845118354	25	3	0.00408987684956846	0.0112092921062249
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_formosanus	Group	SCS	-1.40747871317505	0.436860920601477	25	7	0.00427784176851411	0.011616891408075
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_chitonophagus	Group	MCI	-1.06745903905141	0.355743905769145	25	18	0.00706572807094757	0.0190132319000044
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_liminatans	Group	SCD	1.74856913394579	0.599782186097897	25	10	0.00855576807581329	0.0228153815355021
