feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_faecalis	Group	SCD	1.49042540839791	0.0896197816956287	23	5	2.26597230650413e-12	2.4719697889136e-11
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_hiberniae	Group	SCD	1.54007910466802	0.0944240549650858	23	5	3.14986141644177e-12	3.14986141644177e-11
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hominis	Group	MCI	1.88289265489169	0.163254322531333	23	4	9.52889531969618e-10	8.79590337202724e-09
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_intestinalis	Group	SCS	3.7615262730465	0.345581982995859	23	10	2.38629110066641e-09	2.04539237199978e-08
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Immutovirus.s__Immutovirus_immuto	Group	MCI	1.50128694479719	0.15594407980864	23	4	1.59768003990499e-08	1.27814403192399e-07
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_splanchnicus	Group	SCD	2.3970772318328	0.333682628239096	23	10	1.0954805029059e-06	8.21610377179426e-06
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_faecalis	Group	SCD	1.90658563908899	0.28045538273528	23	5	2.2924254128967e-06	1.61818264439767e-05
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Afonbuvirus.s__Afonbuvirus_intestinihominis	Group	SCD	2.1994446185942	0.325345365168655	23	5	2.46742544274237e-06	1.64495029516158e-05
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_intestinalis	Group	SCD	2.01460933290688	0.310416741433408	23	5	4.19691542209289e-06	2.65068342447972e-05
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hiberniae	Group	SCD	1.8488683355813	0.286946526623655	23	5	4.60545318817357e-06	2.76327191290414e-05
k__Viruses.g__Pandoravirus.s__Pandoravirus_dulcis	Group	AD	0.75	0.136930639376291	23	3	3.34477822697303e-05	0.000191130184398459
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_copri	Group	MCI	6.88902030243837	1.30115029516669	23	8	4.92948665004125e-05	0.00026888109000225
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	SCD	-1.43266867041343	0.274856305726889	23	4	5.87577284151396e-05	0.000293788642075698
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	SCS	-1.43266867041343	0.274856305726889	23	4	5.87577284151396e-05	0.000293788642075698
k__Viruses.c__Naldaviricetes.o__Lefavirales.f__Baculoviridae.g__Alphabaculovirus.s__Catopsilia_pomona_nucleopolyhedrovirus	Group	MCI	0.974856344546276	0.187783198476437	23	3	6.14677885302028e-05	0.000295045384944974
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	MCI	-1.43266867041343	0.291529136447049	23	4	0.000111795303487045	0.000496868015497983
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	AD	-1.43266867041343	0.291529136447049	23	4	0.000111795303487046	0.000496868015497983
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Autographiviridae.g__Drulisvirus.s__Drulisvirus_KpV41	Group	SCS	2.18307368240902	0.503171722045642	23	4	0.000395731627082696	0.00169599268749727
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_faecalis	Group	SCS	1.34032657438587	0.324175108082713	23	4	0.000622460028763534	0.00257569667074566
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_oralis	Group	SCD	1.94268146935575	0.492594763182872	23	8	0.000951894933367417	0.00380757973346967
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_hominis	Group	SCD	2.20231941965293	0.567046771559148	23	7	0.00108789491021902	0.00421120610407361
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_intestinalis	Group	SCD	1.31884926293454	0.345581982995859	23	10	0.00126457109447037	0.0047421416042639
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_oralis	Group	SCS	1.41055999483965	0.492594763182872	23	8	0.0103265447735318	0.0375510719037519
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_coli	Group	SCD	1.07928331932989	0.378783774909937	23	8	0.0106468799556389	0.0375772233728432
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Yoloswagvirus.s__Yoloswagvirus_yoloswag	Group	SCS	1.2589580502353	0.451796685418907	23	3	0.0121824059457842	0.0417682489569746
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Steigviridae.g__Kehishuvirus.s__Kehishuvirus_primarius	Group	SCS	1.06792777798507	0.399983875930213	23	3	0.0156165022652755	0.0520550075509184
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_hominis	Group	SCS	1.15247221315283	0.567046771559148	23	7	0.0571356043896659	0.185304662885403
