feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_faecalis	Group	SCD	1.49042540839791	0.0896197816956287	23	5	2.26597230650413e-12	2.4719697889136e-11
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_hiberniae	Group	SCD	1.54007910466802	0.0944240549650858	23	5	3.14986141644177e-12	3.14986141644177e-11
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hominis	Group	MCI	1.88289265489169	0.163254322531333	23	4	9.52889531969618e-10	8.79590337202724e-09
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_intestinalis	Group	SCS	3.7615262730465	0.345581982995859	23	10	2.38629110066641e-09	2.04539237199978e-08
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Immutovirus.s__Immutovirus_immuto	Group	MCI	1.50128694479719	0.15594407980864	23	4	1.59768003990499e-08	1.27814403192399e-07
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_splanchnicus	Group	SCD	2.3970772318328	0.333682628239096	23	10	1.0954805029059e-06	8.21610377179426e-06
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_faecalis	Group	SCD	1.90658563908899	0.28045538273528	23	5	2.2924254128967e-06	1.61818264439767e-05
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Afonbuvirus.s__Afonbuvirus_intestinihominis	Group	SCD	2.1994446185942	0.325345365168655	23	5	2.46742544274237e-06	1.64495029516158e-05
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_intestinalis	Group	SCD	2.01460933290688	0.310416741433408	23	5	4.19691542209289e-06	2.65068342447972e-05
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hiberniae	Group	SCD	1.8488683355813	0.286946526623655	23	5	4.60545318817357e-06	2.76327191290414e-05
k__Viruses.g__Pandoravirus.s__Pandoravirus_dulcis	Group	AD	0.75	0.136930639376291	23	3	3.34477822697303e-05	0.000191130184398459
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_copri	Group	MCI	6.88902030243837	1.30115029516669	23	8	4.92948665004125e-05	0.00026888109000225
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	SCD	-1.43266867041343	0.274856305726889	23	4	5.87577284151396e-05	0.000293788642075698
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	SCS	-1.43266867041343	0.274856305726889	23	4	5.87577284151396e-05	0.000293788642075698
k__Viruses.c__Naldaviricetes.o__Lefavirales.f__Baculoviridae.g__Alphabaculovirus.s__Catopsilia_pomona_nucleopolyhedrovirus	Group	MCI	0.974856344546276	0.187783198476437	23	3	6.14677885302028e-05	0.000295045384944974
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	MCI	-1.43266867041343	0.291529136447049	23	4	0.000111795303487045	0.000496868015497983
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Herelleviridae.g__Agatevirus.s__Agatevirus_Bp8pC	Group	AD	-1.43266867041343	0.291529136447049	23	4	0.000111795303487046	0.000496868015497983
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Autographiviridae.g__Drulisvirus.s__Drulisvirus_KpV41	Group	SCS	2.18307368240902	0.503171722045642	23	4	0.000395731627082696	0.00169599268749727
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_faecalis	Group	SCS	1.34032657438587	0.324175108082713	23	4	0.000622460028763534	0.00257569667074566
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_oralis	Group	SCD	1.94268146935575	0.492594763182872	23	8	0.000951894933367417	0.00380757973346967
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_hominis	Group	SCD	2.20231941965293	0.567046771559148	23	7	0.00108789491021902	0.00421120610407361
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_intestinalis	Group	SCD	1.31884926293454	0.345581982995859	23	10	0.00126457109447037	0.0047421416042639
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_oralis	Group	SCS	1.41055999483965	0.492594763182872	23	8	0.0103265447735318	0.0375510719037519
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_coli	Group	SCD	1.07928331932989	0.378783774909937	23	8	0.0106468799556389	0.0375772233728432
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Yoloswagvirus.s__Yoloswagvirus_yoloswag	Group	SCS	1.2589580502353	0.451796685418907	23	3	0.0121824059457842	0.0417682489569746
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Steigviridae.g__Kehishuvirus.s__Kehishuvirus_primarius	Group	SCS	1.06792777798507	0.399983875930213	23	3	0.0156165022652755	0.0520550075509184
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_hominis	Group	SCS	1.15247221315283	0.567046771559148	23	7	0.0571356043896659	0.185304662885403
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_copri	Group	SCD	2.09122516613948	1.22673626274033	23	8	0.105448245771678	0.332994460331614
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Taranisvirus.s__Taranisvirus_taranis	Group	SCD	-0.589506516021173	0.362091328299829	23	3	0.120888762819052	0.362666288457155
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Taranisvirus.s__Taranisvirus_taranis	Group	SCS	-0.589506516021173	0.362091328299829	23	3	0.120888762819052	0.362666288457155
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Taranisvirus.s__Taranisvirus_taranis	Group	MCI	-0.589506516021174	0.38405585047448	23	3	0.142186333934591	0.416155123710997
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_hiberniae	Group	MCI	0.25	0.166037438386807	23	6	0.149495267971675	0.427129337061928
k__Viruses.c__Naldaviricetes.o__Lefavirales.f__Baculoviridae.g__Alphabaculovirus.s__Catopsilia_pomona_nucleopolyhedrovirus	Group	SCD	-2.26864596105393e-16	0.177043697380784	23	3	0.999999999999999	1
k__Viruses.c__Naldaviricetes.o__Lefavirales.f__Baculoviridae.g__Alphabaculovirus.s__Catopsilia_pomona_nucleopolyhedrovirus	Group	AD	-3.85605891028848e-16	0.187783198476437	23	3	0.999999999999998	1
k__Viruses.c__Naldaviricetes.o__Lefavirales.f__Baculoviridae.g__Alphabaculovirus.s__Catopsilia_pomona_nucleopolyhedrovirus	Group	SCS	-2.45758342800369e-16	0.177043697380784	23	3	0.999999999999999	1
k__Viruses.g__Pandoravirus.s__Pandoravirus_dulcis	Group	MCI	-6.64125313712633e-16	0.136930639376292	23	3	0.999999999999996	1
k__Viruses.g__Pandoravirus.s__Pandoravirus_dulcis	Group	SCD	-8.67619430053414e-17	0.129099444873581	23	3	0.999999999999999	1
k__Viruses.g__Pandoravirus.s__Pandoravirus_dulcis	Group	SCS	-4.98919443512122e-31	0.129099444873581	23	3	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Autographiviridae.g__Drulisvirus.s__Drulisvirus_KpV41	Group	MCI	3.06086685601358e-15	0.533694205139679	23	4	0.999999999999996	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Autographiviridae.g__Drulisvirus.s__Drulisvirus_KpV41	Group	SCD	-7.8150202155408e-17	0.503171722045642	23	4	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.f__Autographiviridae.g__Drulisvirus.s__Drulisvirus_KpV41	Group	AD	1.31363359814332e-16	0.533694205139679	23	4	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Immutovirus.s__Immutovirus_immuto	Group	SCD	-5.389693762625e-16	0.147025488424781	23	4	0.999999999999997	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Immutovirus.s__Immutovirus_immuto	Group	AD	-2.27911280200191e-16	0.15594407980864	23	4	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Immutovirus.s__Immutovirus_immuto	Group	SCS	-1.93095840771719e-16	0.147025488424781	23	4	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Taranisvirus.s__Taranisvirus_taranis	Group	AD	-0.102623370994707	0.38405585047448	23	3	0.792345371123681	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Yoloswagvirus.s__Yoloswagvirus_yoloswag	Group	MCI	-3.85465897113592e-15	0.479202749965972	23	3	0.999999999999994	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Yoloswagvirus.s__Yoloswagvirus_yoloswag	Group	SCD	-1.53214979192169e-16	0.451796685418907	23	3	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.g__Yoloswagvirus.s__Yoloswagvirus_yoloswag	Group	AD	-1.31363359814332e-16	0.479202749965972	23	3	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_gastrointestinalis	Group	MCI	1.38119438050481e-15	0.0118516736141662	23	5	0.999999999999908	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_gastrointestinalis	Group	SCD	3.75323885183806e-17	0.0111738650413154	23	5	0.999999999999997	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_gastrointestinalis	Group	AD	1.31363359814332e-16	0.0118516736141662	23	5	0.999999999999991	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_intestinalis	Group	MCI	-2.69564574703507e-15	0.0748753902872526	23	5	0.999999999999972	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_intestinalis	Group	SCD	9.53736838552748e-17	0.0705931949548075	23	5	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_intestinalis	Group	AD	1.31363359814332e-16	0.0748753902872526	23	5	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_intestinihominis	Group	MCI	-3.24048934184924e-16	0.0121537292168148	23	5	0.999999999999979	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_intestinihominis	Group	SCD	-1.34448784932979e-16	0.011458645794553	23	5	0.999999999999991	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_intestinihominis	Group	AD	-6.56816799071659e-17	0.0121537292168147	23	5	0.999999999999996	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_secundus	Group	MCI	1.79207967001245e-15	0.0591100719351339	23	5	0.999999999999976	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_secundus	Group	SCD	2.2827975622893e-16	0.0557295102690104	23	5	0.999999999999997	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Intestiviridae.g__Jahgtovirus.s__Jahgtovirus_secundus	Group	AD	3.94090079442996e-16	0.0591100719351339	23	5	0.999999999999995	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Steigviridae.g__Kehishuvirus.s__Kehishuvirus_primarius	Group	MCI	2.56039593147956e-15	0.424246966553298	23	3	0.999999999999995	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Steigviridae.g__Kehishuvirus.s__Kehishuvirus_primarius	Group	SCD	5.62985827775708e-17	0.399983875930213	23	3	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Steigviridae.g__Kehishuvirus.s__Kehishuvirus_primarius	Group	AD	1.97045039721498e-16	0.424246966553298	23	3	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Afonbuvirus.s__Afonbuvirus_intestinihominis	Group	MCI	4.51959033668163e-15	0.345080870907555	23	5	0.99999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Afonbuvirus.s__Afonbuvirus_intestinihominis	Group	AD	3.73357124244455e-30	0.345080870907555	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Afonbuvirus.s__Afonbuvirus_intestinihominis	Group	SCS	0	0.325345365168655	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Aurodevirus.s__Aurodevirus_intestinalis	Group	SCD	2.06839480640127e-17	0.0152555271554071	23	4	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Aurodevirus.s__Aurodevirus_intestinalis	Group	AD	1.35541688622853e-17	0.0161809300532459	23	4	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Aurodevirus.s__Aurodevirus_intestinalis	Group	SCS	6.58281275358131e-18	0.0152555271554071	23	4	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hiberniae	Group	MCI	-2.80947507415345e-15	0.30435275222027	23	5	0.999999999999993	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hiberniae	Group	AD	-1.43231225412326e-30	0.304352752220269	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hiberniae	Group	SCS	-9.97838887024244e-31	0.286946526623655	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hominis	Group	SCD	1.19261985844125e-16	0.153917651359895	23	4	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hominis	Group	AD	1.99681097037147e-17	0.163254322531332	23	4	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Birpovirus.s__Birpovirus_hominis	Group	SCS	2.36981259128927e-16	0.153917651359895	23	4	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_coli	Group	MCI	-7.93982086173801e-15	0.401760863763383	23	8	0.999999999999984	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_coli	Group	AD	0	0.401760863763383	23	8	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_copri	Group	AD	-8.06320116743463e-16	1.30115029516669	23	8	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_copri	Group	SCS	-5.61733354972272e-16	1.22673626274033	23	8	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_faecalis	Group	MCI	-6.71830995993216e-16	0.297467854428577	23	5	0.999999999999998	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_faecalis	Group	AD	-5.83370506631961e-32	0.297467854428577	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_faecalis	Group	SCS	0	0.28045538273528	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_hominis	Group	MCI	3.1759283446952e-15	0.601443926129119	23	7	0.999999999999996	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_hominis	Group	AD	1.31363359814332e-16	0.601443926129118	23	7	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_intestinalis	Group	MCI	1.52688862725731e-15	0.329246674292091	23	5	0.999999999999996	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_intestinalis	Group	AD	9.95757741050153e-31	0.329246674292091	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_intestinalis	Group	SCS	1.24729860878031e-31	0.310416741433408	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_oralis	Group	MCI	3.66453270541754e-16	0.522475646135385	23	8	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_oralis	Group	AD	-1.31363359814332e-16	0.522475646135385	23	8	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_splanchnicus	Group	MCI	-2.93162616433403e-15	0.353923873788022	23	10	0.999999999999994	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Buchavirus.s__Buchavirus_splanchnicus	Group	AD	1.57636031777198e-15	0.353923873788022	23	10	0.999999999999996	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_faecalis	Group	MCI	-9.77208721444677e-16	0.0950561330481557	23	5	0.999999999999992	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_faecalis	Group	AD	-1.29147087414195e-30	0.0950561330481556	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_faecalis	Group	SCS	-2.49459721756061e-31	0.0896197816956287	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_hiberniae	Group	AD	-1.57401715571363e-16	0.166037438386807	23	6	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Canhaevirus.s__Canhaevirus_hiberniae	Group	SCS	2.10650008114602e-16	0.156541598152206	23	6	0.999999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Chuhaivirus.s__Chuhaivirus_simiae	Group	MCI	-3.84775934068842e-15	0.091875185073806	23	5	0.999999999999967	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Chuhaivirus.s__Chuhaivirus_simiae	Group	AD	-3.98303096420061e-30	0.0918751850738059	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Chuhaivirus.s__Chuhaivirus_simiae	Group	SCS	-4.98919443512122e-31	0.0866207551846097	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_hiberniae	Group	MCI	-3.90883488577871e-15	0.100151834359415	23	5	0.999999999999969	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_hiberniae	Group	AD	-7.1615612706163e-31	0.100151834359415	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_hiberniae	Group	SCS	-4.98919443512122e-31	0.0944240549650858	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_splanchnicus	Group	MCI	1.5879641723476e-15	0.0869283609835513	23	5	0.999999999999986	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_splanchnicus	Group	AD	1.27535935503868e-30	0.0869283609835513	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Cohcovirus.s__Cohcovirus_splanchnicus	Group	SCS	-2.49459721756061e-31	0.0819568447052016	23	5	1	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_faecalis	Group	MCI	-4.22943400473988e-15	0.343839625825753	23	4	0.99999999999999	1
k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Crassvirales.f__Suoliviridae.g__Culoivirus.s__Culoivirus_faecalis	Group	SCD	-5.78412953368943e-17	0.324175108082713	23	4	1	1
