feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Penicillium.s__Penicillium_oxalicum	Group	MCI	0.199999999999996	0.154812868441174	25	6	0.21112767679172	0.456866448139459
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Ophiocordycipitaceae.g__Drechmeria.s__Drechmeria_coniospora	Group	AD	0.428655800124283	0.344194448536744	25	3	0.227382965739123	0.484105668992971
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Zymoseptoria.s__Zymoseptoria_tritici	Group	AD	-0.809908200804525	0.695703937951927	25	20	0.258060505738561	0.540698202499843
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_paradoxus	Group	MCI	-0.350690743390951	0.333303099621624	25	5	0.305269719228692	0.610539438457384
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_paradoxus	Group	SCD	-0.350690743390955	0.333303099621624	25	5	0.305269719228687	0.610539438457384
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_paradoxus	Group	AD	-0.350690743390955	0.333303099621624	25	5	0.305269719228687	0.610539438457384
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Fulvia.s__Fulvia_fulva	Group	SCD	-0.269793469527943	0.286646927741609	25	4	0.357830300192805	0.665261966555639
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Fulvia.s__Fulvia_fulva	Group	AD	-0.269793469527943	0.28664692774161	25	4	0.357830300192806	0.665261966555639
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Fulvia.s__Fulvia_fulva	Group	SCS	-0.269793469527943	0.28664692774161	25	4	0.357830300192806	0.665261966555639
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Pichiaceae.g__Ogataea.s__Ogataea_parapolymorpha	Group	SCS	0.434192462266173	0.449981627639929	25	3	0.346112420548364	0.665261966555639
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_fujikuroi	Group	SCS	0.576115772727867	0.606371837325191	25	6	0.353400829858025	0.665261966555639
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_venenatum	Group	MCI	0.53323232783172	0.575302532225103	25	10	0.36504330733467	0.669246063446896
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Glomerellales.f__Glomerellaceae.g__Colletotrichum.s__Colletotrichum_lupini	Group	AD	-0.367414664858797	0.404055632913405	25	17	0.374011205108735	0.676294233895246
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Tetrapisispora.s__Tetrapisispora_blattae	Group	SCD	0.63866178059673	0.71330249730328	25	10	0.381245118367744	0.68005885979111
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Torulaspora.s__Torulaspora_globosa	Group	MCI	-0.453157753571164	0.662498367864419	25	6	0.501816046684011	0.865380319797
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Torulaspora.s__Torulaspora_globosa	Group	SCS	-0.453157753571162	0.662498367864419	25	6	0.501816046684013	0.865380319797
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Glomerellales.f__Glomerellaceae.g__Colletotrichum.s__Colletotrichum_higginsianum	Group	AD	0.362756238243407	0.534104715659458	25	8	0.50480518654825	0.865380319797
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Aspergillus.s__Aspergillus_puulaauensis	Group	SCD	-0.2	0.338421068975725	25	5	0.561154149435846	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Aspergillus.s__Aspergillus_puulaauensis	Group	AD	-0.2	0.338421068975725	25	5	0.561154149435846	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Torulaspora.s__Torulaspora_globosa	Group	AD	0.371633437621196	0.662498367864419	25	6	0.581057602707172	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Trichomonascaceae.g__Sugiyamaella.s__Sugiyamaella_lignohabitans	Group	SCD	-0.224203080192273	0.409027917179767	25	6	0.589664672181742	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Trichomonascaceae.g__Sugiyamaella.s__Sugiyamaella_lignohabitans	Group	AD	-0.224203080192273	0.409027917179767	25	6	0.589664672181742	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Pyriculariaceae.g__Pyricularia.s__Pyricularia_oryzae	Group	MCI	-0.199999999999999	0.378518964953459	25	5	0.603053422168797	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Pyriculariaceae.g__Pyricularia.s__Pyricularia_oryzae	Group	SCD	-0.2	0.378518964953459	25	5	0.603053422168796	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Magnaporthales.f__Pyriculariaceae.g__Pyricularia.s__Pyricularia_oryzae	Group	SCS	-0.2	0.378518964953459	25	5	0.603053422168796	0.936506490897426
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Glomerellales.f__Glomerellaceae.g__Colletotrichum.s__Colletotrichum_higginsianum	Group	SCD	-0.275610265930932	0.534104715659458	25	8	0.611496509998594	0.938576038602492
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Glomerellales.f__Glomerellaceae.g__Colletotrichum.s__Colletotrichum_higginsianum	Group	SCS	0.249661024778543	0.534104715659458	25	8	0.645239150581039	0.978983538812611
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Cercospora.s__Cercospora_beticola	Group	MCI	2.13626906278606e-15	0.198169470108078	25	4	0.999999999999992	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Cercospora.s__Cercospora_beticola	Group	SCD	-1.1466334093198e-16	0.198169470108078	25	4	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Dothideomycetes.o__Mycosphaerellales.f__Mycosphaerellaceae.g__Cercospora.s__Cercospora_beticola	Group	SCS	2.49459721756061e-31	0.198169470108078	25	4	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Aspergillus.s__Aspergillus_luchuensis	Group	SCD	-5.43277140838021e-17	0.0346226104553401	25	5	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Aspergillus.s__Aspergillus_luchuensis	Group	AD	-5.90877732184291e-17	0.0346226104553401	25	5	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Aspergillus.s__Aspergillus_luchuensis	Group	SCS	-8.77708367144175e-17	0.0346226104553401	25	5	0.999999999999998	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Aspergillus.s__Aspergillus_puulaauensis	Group	MCI	0.0926242755572733	0.338421068975725	25	5	0.787125360398165	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Penicillium.s__Penicillium_oxalicum	Group	SCD	0	0.154812868441174	25	6	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Eurotiomycetes.o__Eurotiales.f__Aspergillaceae.g__Penicillium.s__Penicillium_oxalicum	Group	SCS	0	0.154812868441174	25	6	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Pichiaceae.g__Ogataea.s__Ogataea_parapolymorpha	Group	MCI	1.20782266908854e-15	0.449981627639929	25	3	0.999999999999998	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Pichiaceae.g__Ogataea.s__Ogataea_parapolymorpha	Group	SCD	5.73316704659901e-17	0.449981627639929	25	3	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Eremothecium.s__Eremothecium_gossypii	Group	MCI	1.36623173299681e-15	0.26712187041403	25	3	0.999999999999996	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Eremothecium.s__Eremothecium_gossypii	Group	SCD	1.75472760376861e-16	0.26712187041403	25	3	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Eremothecium.s__Eremothecium_gossypii	Group	AD	1.82428258334644e-16	0.26712187041403	25	3	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_cerevisiae	Group	MCI	-1.4835579060101e-15	0.247895853015793	25	3	0.999999999999995	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_cerevisiae	Group	SCD	1.7199501139797e-16	0.247895853015793	25	3	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Saccharomycetaceae.g__Saccharomyces.s__Saccharomyces_cerevisiae	Group	AD	0	0.247895853015793	25	3	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Saccharomycetes.o__Saccharomycetales.f__Trichomonascaceae.g__Sugiyamaella.s__Sugiyamaella_lignohabitans	Group	MCI	-0.0242030801922699	0.409027917179767	25	6	0.953402212554405	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae.g__Ustilaginoidea.s__Ustilaginoidea_virens	Group	SCD	2.7160516931666e-16	0.314741297222869	25	6	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Clavicipitaceae.g__Ustilaginoidea.s__Ustilaginoidea_virens	Group	AD	2.12832968057084e-16	0.314741297222869	25	6	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_poae	Group	SCD	1.01349032408135e-17	0.131397391669828	25	6	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_poae	Group	AD	3.04047097224406e-17	0.131397391669828	25	6	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_pseudograminearum	Group	SCD	-1.04528437691167e-16	0.1274995407959	25	5	0.999999999999999	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_pseudograminearum	Group	AD	3.04047097224406e-17	0.127499540795901	25	5	1	1
k__Eukaryota.k__Fungi.p__Ascomycota.c__Sordariomycetes.o__Hypocreales.f__Nectriaceae.g__Fusarium.s__Fusarium_pseudograminearum	Group	SCS	0	0.127499540795901	25	5	1	1
